date,administrative_area_level_2,administrative_area_level_3,population,people_fully_vaccinated,perc_pop_vaccinated
2021-12-22,Ohio,Wood,130817,77049,58.898308323841704
2021-12-23,Ohio,Wood,130817,77137,58.96557786831987
2021-12-24,Ohio,Wood,130817,77139,58.967106721603464
2021-12-25,Ohio,Wood,130817,77139,58.967106721603464
2021-12-26,Ohio,Wood,130817,77139,58.967106721603464
2021-12-27,Ohio,Wood,130817,77139,58.967106721603464
2021-12-28,Ohio,Wood,130817,77332,59.114641063470344
2021-12-29,Ohio,Wood,130817,77410,59.17426634153053
2021-12-30,Ohio,Wood,130817,77513,59.25300228563566
2021-12-31,Ohio,Wood,130817,77588,59.31033428377046
2021-01-01,Ohio,Hocking,28264,0,0
2021-01-02,Ohio,Hocking,28264,0,0
2021-01-03,Ohio,Hocking,28264,0,0
2021-01-04,Ohio,Hocking,28264,0,0
2021-01-05,Ohio,Hocking,28264,0,0
2021-01-06,Ohio,Hocking,28264,0,0
2021-01-07,Ohio,Hocking,28264,0,0
2021-01-08,Ohio,Hocking,28264,0,0
2021-01-09,Ohio,Hocking,28264,0,0
2021-01-10,Ohio,Hocking,28264,0,0
2021-01-11,Ohio,Hocking,28264,0,0
2021-01-12,Ohio,Hocking,28264,0,0
2021-01-13,Ohio,Hocking,28264,0,0
2021-01-14,Ohio,Hocking,28264,0,0
2021-01-15,Ohio,Hocking,28264,0,0
2021-01-16,Ohio,Hocking,28264,0,0
2021-01-17,Ohio,Hocking,28264,0,0
2021-01-18,Ohio,Hocking,28264,0,0
2021-01-19,Ohio,Hocking,28264,0,0
2021-01-20,Ohio,Hocking,28264,0,0
2021-01-21,Ohio,Hocking,28264,0,0
2021-01-22,Ohio,Hocking,28264,50,0.17690348146051516
2021-01-23,Ohio,Hocking,28264,69,0.2441268044155109
2021-01-24,Ohio,Hocking,28264,79,0.27950750070761393
2021-01-25,Ohio,Hocking,28264,88,0.31135012737050666
2021-01-26,Ohio,Hocking,28264,89,0.31488819699971693
2021-01-27,Ohio,Hocking,28264,112,0.3962637984715539
2021-01-28,Ohio,Hocking,28264,125,0.44225870365128783
2021-01-29,Ohio,Hocking,28264,147,0.5200962354939145
2021-01-30,Ohio,Hocking,28264,172,0.6085479762241721
2021-01-31,Ohio,Hocking,28264,190,0.6722332295499576
2021-02-01,Ohio,Hocking,28264,190,0.6722332295499576
2021-02-02,Ohio,Hocking,28264,199,0.7040758562128503
2021-02-03,Ohio,Hocking,28264,216,0.7642230399094254
2021-02-04,Ohio,Hocking,28264,225,0.7960656665723181
2021-02-05,Ohio,Hocking,28264,276,0.9765072176620436
2021-02-06,Ohio,Hocking,28264,304,1.075573167279932
2021-02-07,Ohio,Hocking,28264,370,1.309085762807812
2021-02-08,Ohio,Hocking,28264,371,1.3126238324370223
2021-02-09,Ohio,Hocking,28264,385,1.3621568072459667
2021-02-10,Ohio,Hocking,28264,397,1.4046136427964901
2021-02-11,Ohio,Hocking,28264,401,1.4187659213133315
2021-02-12,Ohio,Hocking,28264,514,1.8185677894140957
2021-02-13,Ohio,Hocking,28264,629,2.2254457967732804
2021-02-14,Ohio,Hocking,28264,685,2.4235776960090574
2021-02-15,Ohio,Hocking,28264,756,2.674780639682989
2021-02-16,Ohio,Hocking,28264,777,2.7490801018964053
2021-02-17,Ohio,Hocking,28264,851,3.0108972544579675
2021-02-18,Ohio,Hocking,28264,985,3.4849985847721485
2021-02-19,Ohio,Hocking,28264,998,3.5309934899518822
2021-02-20,Ohio,Hocking,28264,1011,3.5769883951316164
2021-02-21,Ohio,Hocking,28264,1121,3.9661760543447495
2021-02-22,Ohio,Hocking,28264,1124,3.9767902632323806
2021-02-23,Ohio,Hocking,28264,1124,3.9767902632323806
2021-02-24,Ohio,Hocking,28264,1253,4.433201245400509
2021-02-25,Ohio,Hocking,28264,1303,4.6101047268610245
2021-02-26,Ohio,Hocking,28264,1395,4.935607132748372
2021-02-27,Ohio,Hocking,28264,1436,5.080667987545995
2021-02-28,Ohio,Hocking,28264,1651,5.84135295782621
2021-03-01,Ohio,Hocking,28264,1651,5.84135295782621
2021-03-02,Ohio,Hocking,28264,1652,5.844891027455421
2021-03-03,Ohio,Hocking,28264,1682,5.95103311633173
2021-03-04,Ohio,Hocking,28264,1801,6.372063402207756
2021-03-05,Ohio,Hocking,28264,1907,6.747098782904048
2021-03-06,Ohio,Hocking,28264,1957,6.924002264364563
2021-03-07,Ohio,Hocking,28264,2081,7.36272289838664
2021-03-08,Ohio,Hocking,28264,2110,7.465326917633739
2021-03-09,Ohio,Hocking,28264,2112,7.472403056892159
2021-03-10,Ohio,Hocking,28264,2246,7.94650438720634
2021-03-11,Ohio,Hocking,28264,2418,8.555052363430512
2021-03-12,Ohio,Hocking,28264,2568,9.085762807812058
2021-03-13,Ohio,Hocking,28264,2639,9.33696575148599
2021-03-14,Ohio,Hocking,28264,2758,9.757996037362016
2021-03-15,Ohio,Hocking,28264,2778,9.828757429946222
2021-03-16,Ohio,Hocking,28264,2784,9.849985847721483
2021-03-17,Ohio,Hocking,28264,2809,9.938437588451741
2021-03-18,Ohio,Hocking,28264,2866,10.140107557316728
2021-03-19,Ohio,Hocking,28264,2944,10.416076988395131
2021-03-20,Ohio,Hocking,28264,2952,10.444381545428815
2021-03-21,Ohio,Hocking,28264,2990,10.578828191338806
2021-03-22,Ohio,Hocking,28264,2990,10.578828191338806
2021-03-23,Ohio,Hocking,28264,2992,10.585904330597225
2021-03-24,Ohio,Hocking,28264,3008,10.64251344466459
2021-03-25,Ohio,Hocking,28264,3073,10.872487970563261
2021-03-26,Ohio,Hocking,28264,3198,11.314746674214549
2021-03-27,Ohio,Hocking,28264,3445,12.188649872629494
2021-03-28,Ohio,Hocking,28264,3522,12.461081234078687
2021-03-29,Ohio,Hocking,28264,3522,12.461081234078687
2021-03-30,Ohio,Hocking,28264,3530,12.489385791112369
2021-03-31,Ohio,Hocking,28264,3890,13.763090857628079
2021-04-01,Ohio,Hocking,28264,3965,14.02844607981885
2021-04-02,Ohio,Hocking,28264,4049,14.325643928672516
2021-04-03,Ohio,Hocking,28264,4327,15.30922728559298
2021-04-04,Ohio,Hocking,28264,4378,15.489668836682705
2021-04-05,Ohio,Hocking,28264,4387,15.521511463345599
2021-04-06,Ohio,Hocking,28264,4394,15.54627795075007
2021-04-07,Ohio,Hocking,28264,4404,15.581658647042174
2021-04-08,Ohio,Hocking,28264,4492,15.89300877441268
2021-04-09,Ohio,Hocking,28264,4596,16.26096801585055
2021-04-10,Ohio,Hocking,28264,4843,17.134871214265498
2021-04-11,Ohio,Hocking,28264,4964,17.562977639399943
2021-04-12,Ohio,Hocking,28264,4985,17.63727710161336
2021-04-13,Ohio,Hocking,28264,5019,17.75757146900651
2021-04-14,Ohio,Hocking,28264,5019,17.75757146900651
2021-04-15,Ohio,Hocking,28264,5346,18.91452023775828
2021-04-16,Ohio,Hocking,28264,5346,18.91452023775828
2021-04-17,Ohio,Hocking,28264,5436,19.232946504387208
2021-04-18,Ohio,Hocking,28264,5547,19.62567223322955
2021-04-19,Ohio,Hocking,28264,5566,19.692895556184546
2021-04-20,Ohio,Hocking,28264,5580,19.74242853099349
2021-04-21,Ohio,Hocking,28264,5802,20.527879988678176
2021-04-22,Ohio,Hocking,28264,5802,20.527879988678176
2021-04-23,Ohio,Hocking,28264,5869,20.76493065383527
2021-04-24,Ohio,Hocking,28264,5953,21.062128502688932
2021-04-25,Ohio,Hocking,28264,5997,21.217803566374187
2021-04-26,Ohio,Hocking,28264,6023,21.309793376733655
2021-04-27,Ohio,Hocking,28264,6023,21.309793376733655
2021-04-28,Ohio,Hocking,28264,6040,21.36994056043023
2021-04-29,Ohio,Hocking,28264,6364,22.516275120294367
2021-04-30,Ohio,Hocking,28264,6364,22.516275120294367
2021-05-01,Ohio,Hocking,28264,6491,22.965609963204077
2021-05-02,Ohio,Hocking,28264,6499,22.99391452023776
2021-05-03,Ohio,Hocking,28264,6500,22.997452589866967
2021-05-04,Ohio,Hocking,28264,6514,23.046985564675914
2021-05-05,Ohio,Hocking,28264,6514,23.046985564675914
2021-05-06,Ohio,Hocking,28264,6628,23.45032550240589
2021-05-07,Ohio,Hocking,28264,6728,23.80413246532692
2021-05-08,Ohio,Hocking,28264,6797,24.048259269742427
2021-05-09,Ohio,Hocking,28264,6813,24.104868383809794
2021-05-10,Ohio,Hocking,28264,6813,24.104868383809794
2021-05-11,Ohio,Hocking,28264,6855,24.253467308236626
2021-05-12,Ohio,Hocking,28264,6907,24.437446928955563
2021-05-13,Ohio,Hocking,28264,6907,24.437446928955563
2021-05-14,Ohio,Hocking,28264,6980,24.695726011887913
2021-05-15,Ohio,Hocking,28264,7097,25.10968015850552
2021-05-16,Ohio,Hocking,28264,7097,25.10968015850552
2021-05-17,Ohio,Hocking,28264,7107,25.145060854797624
2021-05-18,Ohio,Hocking,28264,7112,25.162751202943674
2021-05-19,Ohio,Hocking,28264,7202,25.4811774695726
2021-05-20,Ohio,Hocking,28264,7266,25.70761392584206
2021-05-21,Ohio,Hocking,28264,7266,25.70761392584206
2021-05-22,Ohio,Hocking,28264,7317,25.888055476931786
2021-05-23,Ohio,Hocking,28264,7356,26.026040192470987
2021-05-24,Ohio,Hocking,28264,7356,26.026040192470987
2021-05-25,Ohio,Hocking,28264,7363,26.05080667987546
2021-05-26,Ohio,Hocking,28264,7376,26.096801585055193
2021-05-27,Ohio,Hocking,28264,7403,26.192329465043873
2021-05-28,Ohio,Hocking,28264,7419,26.248938579111236
2021-05-29,Ohio,Hocking,28264,7476,26.450608547976223
2021-05-30,Ohio,Hocking,28264,7522,26.613359750919898
2021-05-31,Ohio,Hocking,28264,7522,26.613359750919898
2021-06-01,Ohio,Hocking,28264,7533,26.65227851684121
2021-06-02,Ohio,Hocking,28264,7547,26.701811491650155
2021-06-03,Ohio,Hocking,28264,7547,26.701811491650155
2021-06-04,Ohio,Hocking,28264,7564,26.76195867534673
2021-06-05,Ohio,Hocking,28264,7592,26.86102462496462
2021-06-06,Ohio,Hocking,28264,7609,26.921171808661196
2021-06-07,Ohio,Hocking,28264,7624,26.974242853099348
2021-06-08,Ohio,Hocking,28264,7640,27.030851967166715
2021-06-09,Ohio,Hocking,28264,7676,27.158222473818284
2021-06-10,Ohio,Hocking,28264,7676,27.158222473818284
2021-06-11,Ohio,Hocking,28264,7788,27.55448627228984
2021-06-12,Ohio,Hocking,28264,7788,27.55448627228984
2021-06-13,Ohio,Hocking,28264,7816,27.653552221907727
2021-06-14,Ohio,Hocking,28264,7825,27.68539484857062
2021-06-15,Ohio,Hocking,28264,7829,27.69954712708746
2021-06-16,Ohio,Hocking,28264,7857,27.79861307670535
2021-06-17,Ohio,Hocking,28264,7902,27.957826210019814
2021-06-18,Ohio,Hocking,28264,7932,28.06396829889612
2021-06-19,Ohio,Hocking,28264,7954,28.14180583073875
2021-06-20,Ohio,Hocking,28264,7999,28.301018964053213
2021-06-21,Ohio,Hocking,28264,8029,28.40716105292952
2021-06-22,Ohio,Hocking,28264,8038,28.439003679592414
2021-06-23,Ohio,Hocking,28264,8038,28.439003679592414
2021-06-24,Ohio,Hocking,28264,8058,28.50976507217662
2021-06-25,Ohio,Hocking,28264,8087,28.61236909142372
2021-06-26,Ohio,Hocking,28264,8137,28.789272572884233
2021-06-27,Ohio,Hocking,28264,8159,28.867110104726862
2021-06-28,Ohio,Hocking,28264,8194,28.99094254174922
2021-06-29,Ohio,Hocking,28264,8203,29.022785168412113
2021-06-30,Ohio,Hocking,28264,8217,29.072318143221057
2021-07-01,Ohio,Hocking,28264,8217,29.072318143221057
2021-07-02,Ohio,Hocking,28264,8231,29.12185111803
2021-07-03,Ohio,Hocking,28264,8267,29.249221624681574
2021-07-04,Ohio,Hocking,28264,8267,29.249221624681574
2021-07-05,Ohio,Hocking,28264,8277,29.284602320973676
2021-07-06,Ohio,Hocking,28264,8280,29.295216529861307
2021-07-07,Ohio,Hocking,28264,8309,29.397820549108406
2021-07-08,Ohio,Hocking,28264,8309,29.397820549108406
2021-07-09,Ohio,Hocking,28264,8326,29.45796773280498
2021-07-10,Ohio,Hocking,28264,8340,29.507500707613925
2021-07-11,Ohio,Hocking,28264,8353,29.55349561279366
2021-07-12,Ohio,Hocking,28264,8361,29.581800169827343
2021-07-13,Ohio,Hocking,28264,8378,29.641947353523918
2021-07-14,Ohio,Hocking,28264,8378,29.641947353523918
2021-07-15,Ohio,Hocking,28264,8378,29.641947353523918
2021-07-16,Ohio,Hocking,28264,8407,29.744551372771017
2021-07-17,Ohio,Hocking,28264,8419,29.78700820832154
2021-07-18,Ohio,Hocking,28264,8423,29.80116048683838
2021-07-19,Ohio,Hocking,28264,8423,29.80116048683838
2021-07-20,Ohio,Hocking,28264,8433,29.836541183130485
2021-07-21,Ohio,Hocking,28264,8433,29.836541183130485
2021-07-22,Ohio,Hocking,28264,8438,29.854231531276536
2021-07-23,Ohio,Hocking,28264,8454,29.9108406453439
2021-07-24,Ohio,Hocking,28264,8488,30.03113501273705
2021-07-25,Ohio,Hocking,28264,8488,30.03113501273705
2021-07-26,Ohio,Hocking,28264,8491,30.04174922162468
2021-07-27,Ohio,Hocking,28264,8503,30.084206057175205
2021-07-28,Ohio,Hocking,28264,8503,30.084206057175205
2021-07-29,Ohio,Hocking,28264,8521,30.14789131050099
2021-07-30,Ohio,Hocking,28264,8521,30.14789131050099
2021-07-31,Ohio,Hocking,28264,8543,30.225728842343617
2021-08-01,Ohio,Hocking,28264,8551,30.2540333993773
2021-08-02,Ohio,Hocking,28264,8552,30.25757146900651
2021-08-03,Ohio,Hocking,28264,8564,30.300028304557035
2021-08-04,Ohio,Hocking,28264,8564,30.300028304557035
2021-08-05,Ohio,Hocking,28264,8575,30.338947070478348
2021-08-06,Ohio,Hocking,28264,8575,30.338947070478348
2021-08-07,Ohio,Hocking,28264,8585,30.37432776677045
2021-08-08,Ohio,Hocking,28264,8604,30.441551089725447
2021-08-09,Ohio,Hocking,28264,8609,30.459241437871498
2021-08-10,Ohio,Hocking,28264,8624,30.512312482309653
2021-08-11,Ohio,Hocking,28264,8624,30.512312482309653
2021-08-12,Ohio,Hocking,28264,8647,30.59368808378149
2021-08-13,Ohio,Hocking,28264,8647,30.59368808378149
2021-08-14,Ohio,Hocking,28264,8661,30.643221058590434
2021-08-15,Ohio,Hocking,28264,8678,30.70336824228701
2021-08-16,Ohio,Hocking,28264,8682,30.71752052080385
2021-08-17,Ohio,Hocking,28264,8686,30.73167279932069
2021-08-18,Ohio,Hocking,28264,8704,30.795358052646478
2021-08-19,Ohio,Hocking,28264,8720,30.85196716671384
2021-08-20,Ohio,Hocking,28264,8740,30.922728559298047
2021-08-21,Ohio,Hocking,28264,8784,31.078403622983302
2021-08-22,Ohio,Hocking,28264,8793,31.110246249646192
2021-08-23,Ohio,Hocking,28264,8798,31.127936597792246
2021-08-24,Ohio,Hocking,28264,8822,31.21285026889329
2021-08-25,Ohio,Hocking,28264,8840,31.276535522219078
2021-08-26,Ohio,Hocking,28264,8842,31.283611661477497
2021-08-27,Ohio,Hocking,28264,8865,31.364987262949334
2021-08-28,Ohio,Hocking,28264,8885,31.43574865553354
2021-08-29,Ohio,Hocking,28264,8917,31.54896688366827
2021-08-30,Ohio,Hocking,28264,8936,31.616190206623266
2021-08-31,Ohio,Hocking,28264,8948,31.65864704217379
2021-09-01,Ohio,Hocking,28264,8969,31.732946504387208
2021-09-02,Ohio,Hocking,28264,8969,31.732946504387208
2021-09-03,Ohio,Hocking,28264,8985,31.78955561845457
2021-09-04,Ohio,Hocking,28264,9006,31.86385508066799
2021-09-05,Ohio,Hocking,28264,9030,31.948768751769034
2021-09-06,Ohio,Hocking,28264,9030,31.948768751769034
2021-09-07,Ohio,Hocking,28264,9063,32.06552504953297
2021-09-08,Ohio,Hocking,28264,9063,32.06552504953297
2021-09-09,Ohio,Hocking,28264,9078,32.11859609397113
2021-09-10,Ohio,Hocking,28264,9099,32.192895556184546
2021-09-11,Ohio,Hocking,28264,9119,32.263656948768755
2021-09-12,Ohio,Hocking,28264,9152,32.38041324653269
2021-09-13,Ohio,Hocking,28264,9164,32.422870082083215
2021-09-14,Ohio,Hocking,28264,9172,32.4511746391169
2021-09-15,Ohio,Hocking,28264,9528,33.71072742711576
2021-09-16,Ohio,Hocking,28264,11170,39.52023775827908
2021-09-17,Ohio,Hocking,28264,11185,39.573308802717236
2021-09-18,Ohio,Hocking,28264,11226,39.71836965751486
2021-09-19,Ohio,Hocking,28264,11288,39.9377299745259
2021-09-20,Ohio,Hocking,28264,11303,39.990801018964056
2021-09-21,Ohio,Hocking,28264,11303,39.990801018964056
2021-09-22,Ohio,Hocking,28264,11304,39.994339088593264
2021-09-23,Ohio,Hocking,28264,11318,40.043872063402205
2021-09-24,Ohio,Hocking,28264,11352,40.164166430795355
2021-09-25,Ohio,Hocking,28264,11378,40.25615624115483
2021-09-26,Ohio,Hocking,28264,11421,40.40829323521087
2021-09-27,Ohio,Hocking,28264,11439,40.47197848853666
2021-09-28,Ohio,Hocking,28264,11458,40.53920181149165
2021-09-29,Ohio,Hocking,28264,11478,40.609963204075854
2021-09-30,Ohio,Hocking,28264,11497,40.677186527030855
2021-10-01,Ohio,Hocking,28264,11513,40.73379564109822
2021-10-02,Ohio,Hocking,28264,11521,40.7621001981319
2021-10-03,Ohio,Hocking,28264,11549,40.861166147749785
2021-10-04,Ohio,Hocking,28264,11606,41.062836116614776
2021-10-05,Ohio,Hocking,28264,11623,41.12298330031135
2021-10-06,Ohio,Hocking,28264,11643,41.19374469289556
2021-10-07,Ohio,Hocking,28264,11669,41.28573450325502
2021-10-08,Ohio,Hocking,28264,11683,41.33526747806397
2021-10-09,Ohio,Hocking,28264,11728,41.494480611378435
2021-10-10,Ohio,Hocking,28264,11728,41.494480611378435
2021-10-11,Ohio,Hocking,28264,11746,41.558165864704215
2021-10-12,Ohio,Hocking,28264,11751,41.57585621285027
2021-10-13,Ohio,Hocking,28264,11770,41.64307953580526
2021-10-14,Ohio,Hocking,28264,11801,41.75275969431078
2021-10-15,Ohio,Hocking,28264,11818,41.81290687800736
2021-10-16,Ohio,Hocking,28264,11881,42.03580526464761
2021-10-17,Ohio,Hocking,28264,11906,42.124257005377864
2021-10-18,Ohio,Hocking,28264,11929,42.205632606849704
2021-10-19,Ohio,Hocking,28264,11941,42.24808944240023
2021-10-20,Ohio,Hocking,28264,11967,42.34007925275969
2021-10-21,Ohio,Hocking,28264,11999,42.45329748089443
2021-10-22,Ohio,Hocking,28264,12016,42.513444664591
2021-10-23,Ohio,Hocking,28264,12040,42.59835833569205
2021-10-24,Ohio,Hocking,28264,12067,42.69388621568073
2021-10-25,Ohio,Hocking,28264,12083,42.75049532974809
2021-10-26,Ohio,Hocking,28264,12089,42.77172374752335
2021-10-27,Ohio,Hocking,28264,12129,42.913246532691765
2021-10-28,Ohio,Hocking,28264,12151,42.99108406453439
2021-10-29,Ohio,Hocking,28264,12184,43.10784036229833
2021-10-30,Ohio,Hocking,28264,12211,43.203368242287006
2021-10-31,Ohio,Hocking,28264,12234,43.28474384375885
2021-11-01,Ohio,Hocking,28264,12246,43.32720067930937
2021-11-02,Ohio,Hocking,28264,12254,43.35550523634305
2021-11-03,Ohio,Hocking,28264,12269,43.408576280781205
2021-11-04,Ohio,Hocking,28264,12286,43.46872346447778
2021-11-05,Ohio,Hocking,28264,12303,43.528870648174355
2021-11-06,Ohio,Hocking,28264,12315,43.57132748372488
2021-11-07,Ohio,Hocking,28264,12333,43.635012737050666
2021-11-08,Ohio,Hocking,28264,12347,43.684545711859606
2021-11-09,Ohio,Hocking,28264,12347,43.684545711859606
2021-11-10,Ohio,Hocking,28264,12366,43.75176903481461
2021-11-11,Ohio,Hocking,28264,12380,43.80130200962355
2021-11-12,Ohio,Hocking,28264,12392,43.84375884517407
2021-11-13,Ohio,Hocking,28264,12402,43.879139541466174
2021-11-14,Ohio,Hocking,28264,12402,43.879139541466174
2021-11-15,Ohio,Hocking,28264,12439,44.010048117746955
2021-11-16,Ohio,Hocking,28264,12443,44.0242003962638
2021-11-17,Ohio,Hocking,28264,12449,44.04542881403906
2021-11-18,Ohio,Hocking,28264,12458,44.077271440701956
2021-11-19,Ohio,Hocking,28264,12469,44.116190206623266
2021-11-20,Ohio,Hocking,28264,12472,44.1268044155109
2021-11-21,Ohio,Hocking,28264,12486,44.176337390319844
2021-11-22,Ohio,Hocking,28264,12491,44.19402773846589
2021-11-23,Ohio,Hocking,28264,12494,44.20464194735352
2021-11-24,Ohio,Hocking,28264,12507,44.250636852533255
2021-11-25,Ohio,Hocking,28264,12507,44.250636852533255
2021-11-26,Ohio,Hocking,28264,12507,44.250636852533255
2021-11-27,Ohio,Hocking,28264,12507,44.250636852533255
2021-11-28,Ohio,Hocking,28264,12507,44.250636852533255
2021-11-29,Ohio,Hocking,28264,12555,44.42046419473535
2021-11-30,Ohio,Hocking,28264,12557,44.427540333993775
2021-12-01,Ohio,Hocking,28264,12602,44.586753467308235
2021-12-02,Ohio,Hocking,28264,12620,44.65043872063402
2021-12-03,Ohio,Hocking,28264,12661,44.79549957543164
2021-12-04,Ohio,Hocking,28264,12672,44.83441834135296
2021-12-05,Ohio,Hocking,28264,12699,44.92994622134164
2021-12-06,Ohio,Hocking,28264,12711,44.97240305689216
2021-12-07,Ohio,Hocking,28264,12712,44.97594112652137
2021-12-08,Ohio,Hocking,28264,12728,45.03255024058873
2021-12-09,Ohio,Hocking,28264,12738,45.067930936880835
2021-12-10,Ohio,Hocking,28264,12772,45.188225304273985
2021-12-11,Ohio,Hocking,28264,12789,45.24837248797056
2021-12-12,Ohio,Hocking,28264,12806,45.30851967166714
2021-12-13,Ohio,Hocking,28264,12813,45.33328615907161
2021-12-14,Ohio,Hocking,28264,12815,45.34036229833003
2021-12-15,Ohio,Hocking,28264,12829,45.389895273138976
2021-12-16,Ohio,Hocking,28264,12853,45.474808944240024
2021-12-17,Ohio,Hocking,28264,12869,45.53141805830739
2021-12-18,Ohio,Hocking,28264,12877,45.55972261534107
2021-12-19,Ohio,Hocking,28264,12897,45.630484007925276
2021-12-20,Ohio,Hocking,28264,12899,45.6375601471837
2021-12-21,Ohio,Hocking,28264,12903,45.65171242570054
2021-12-22,Ohio,Hocking,28264,12919,45.7083215397679
2021-12-23,Ohio,Hocking,28264,12950,45.81800169827342
2021-12-24,Ohio,Hocking,28264,12950,45.81800169827342
2021-12-25,Ohio,Hocking,28264,12950,45.81800169827342
2021-12-26,Ohio,Hocking,28264,12950,45.81800169827342
2021-12-27,Ohio,Hocking,28264,12950,45.81800169827342
2021-12-28,Ohio,Hocking,28264,12981,45.92768185677894
2021-12-29,Ohio,Hocking,28264,12986,45.94537220492499
2021-12-30,Ohio,Hocking,28264,13001,45.99844324936315
2021-12-31,Ohio,Hocking,28264,13034,46.11519954712709
2021-01-01,Ohio,Greene,168937,0,0
2021-01-02,Ohio,Greene,168937,0,0
2021-01-03,Ohio,Greene,168937,0,0
2021-01-04,Ohio,Greene,168937,0,0
2021-01-05,Ohio,Greene,168937,0,0
2021-01-06,Ohio,Greene,168937,0,0
2021-01-07,Ohio,Greene,168937,0,0
2021-01-08,Ohio,Greene,168937,0,0
2021-01-09,Ohio,Greene,168937,0,0
2021-01-10,Ohio,Greene,168937,0,0
2021-01-11,Ohio,Greene,168937,0,0
2021-01-12,Ohio,Greene,168937,0,0
2021-01-13,Ohio,Greene,168937,0,0
2021-01-14,Ohio,Greene,168937,0,0
2021-01-15,Ohio,Greene,168937,0,0
2021-01-16,Ohio,Greene,168937,0,0
2021-01-17,Ohio,Greene,168937,0,0
2021-01-18,Ohio,Greene,168937,0,0
2021-01-19,Ohio,Greene,168937,0,0
2021-01-20,Ohio,Greene,168937,52,0.030780705233311827
2021-01-21,Ohio,Greene,168937,75,0.04439524793266129
2021-01-22,Ohio,Greene,168937,112,0.06629690357944086
2021-01-23,Ohio,Greene,168937,205,0.12134701101594085
2021-01-24,Ohio,Greene,168937,333,0.19711490082101613
2021-01-25,Ohio,Greene,168937,504,0.29833606610748387
2021-01-26,Ohio,Greene,168937,550,0.32556515150618276
2021-01-27,Ohio,Greene,168937,806,0.4771009311163333
2021-01-28,Ohio,Greene,168937,923,0.546357517891285
2021-01-29,Ohio,Greene,168937,1275,0.7547192148552418
2021-01-30,Ohio,Greene,168937,2020,1.195712010986344
2021-01-31,Ohio,Greene,168937,2396,1.4182801872887527
2021-02-01,Ohio,Greene,168937,2400,1.4206479338451612
2021-02-02,Ohio,Greene,168937,2575,1.5242368456880375
2021-02-03,Ohio,Greene,168937,2978,1.7627873112462042
2021-02-04,Ohio,Greene,168937,3100,1.8350035812166665
2021-02-05,Ohio,Greene,168937,3790,2.2434398621971505
2021-02-06,Ohio,Greene,168937,4019,2.378993352551543
2021-02-07,Ohio,Greene,168937,4528,2.6802891018545374
2021-02-08,Ohio,Greene,168937,4637,2.744810195516672
2021-02-09,Ohio,Greene,168937,4848,2.8697088263672255
2021-02-10,Ohio,Greene,168937,5061,2.9957913304959836
2021-02-11,Ohio,Greene,168937,5669,3.3556888070700914
2021-02-12,Ohio,Greene,168937,5964,3.5303101156052255
2021-02-13,Ohio,Greene,168937,6313,3.7368960026518763
2021-02-14,Ohio,Greene,168937,6701,3.9665674186235105
2021-02-15,Ohio,Greene,168937,7339,4.344222994370683
2021-02-16,Ohio,Greene,168937,7708,4.562647614199376
2021-02-17,Ohio,Greene,168937,7877,4.662684906207639
2021-02-18,Ohio,Greene,168937,8034,4.755618958546677
2021-02-19,Ohio,Greene,168937,8394,4.968716148623451
2021-02-20,Ohio,Greene,168937,8447,5.000088790495865
2021-02-21,Ohio,Greene,168937,8993,5.32328619544564
2021-02-22,Ohio,Greene,168937,9362,5.541710815274333
2021-02-23,Ohio,Greene,168937,10409,6.161468476414284
2021-02-24,Ohio,Greene,168937,10958,6.486441691281366
2021-02-25,Ohio,Greene,168937,11909,7.04937343506751
2021-02-26,Ohio,Greene,168937,12257,7.255367385475059
2021-02-27,Ohio,Greene,168937,12815,7.585668030094059
2021-02-28,Ohio,Greene,168937,13838,8.19121921189556
2021-03-01,Ohio,Greene,168937,13847,8.196546641647478
2021-03-02,Ohio,Greene,168937,14322,8.477716545221
2021-03-03,Ohio,Greene,168937,14740,8.725146060365699
2021-03-04,Ohio,Greene,168937,14950,8.84945275457715
2021-03-05,Ohio,Greene,168937,15079,8.925812581021328
2021-03-06,Ohio,Greene,168937,15392,9.1110887490603
2021-03-07,Ohio,Greene,168937,15871,9.39462639919023
2021-03-08,Ohio,Greene,168937,16463,9.745052889538703
2021-03-09,Ohio,Greene,168937,16726,9.90073222562257
2021-03-10,Ohio,Greene,168937,17747,10.505099534145865
2021-03-11,Ohio,Greene,168937,17988,10.647756264169484
2021-03-12,Ohio,Greene,168937,18301,10.833032432208457
2021-03-13,Ohio,Greene,168937,18697,11.067439341292909
2021-03-14,Ohio,Greene,168937,19115,11.314868856437608
2021-03-15,Ohio,Greene,168937,20727,12.269070718670273
2021-03-16,Ohio,Greene,168937,21217,12.559119671830327
2021-03-17,Ohio,Greene,168937,21856,12.937367184216601
2021-03-18,Ohio,Greene,168937,22145,13.108436872917123
2021-03-19,Ohio,Greene,168937,22441,13.283650118091359
2021-03-20,Ohio,Greene,168937,22808,13.500890864641848
2021-03-21,Ohio,Greene,168937,23499,13.909919082261435
2021-03-22,Ohio,Greene,168937,23507,13.914654575374252
2021-03-23,Ohio,Greene,168937,23924,14.161492153879848
2021-03-24,Ohio,Greene,168937,24197,14.323090856354735
2021-03-25,Ohio,Greene,168937,24401,14.443845930731575
2021-03-26,Ohio,Greene,168937,25128,14.874183867358838
2021-03-27,Ohio,Greene,168937,25629,15.170744123549015
