date,observed,trend,seasonal,residual
1992-01-01,12784.3,,-61.68394458912065,
1992-02-01,12581.9,,-238.6051685474535,
1992-03-01,12543.3,,-220.03941333912047,
1992-04-01,12632.0,,-232.68042896412027,
1992-05-01,12735.4,,-125.06519458912057,
1992-06-01,12819.7,,-17.3396737557871,
1992-07-01,12799.8,12828.333333333332,-12.036895978009529,-16.49643735532332
1992-08-01,12805.1,12835.495833333334,-9.533684172453897,-20.862149160880044
1992-09-01,12778.3,12844.579166666665,-91.99006438078722,25.710897714121884
1992-10-01,12884.5,12853.354166666664,41.73285228587991,-10.587018952544149
1992-11-01,13141.0,12862.833333333332,401.8023835358798,-123.63571686921193
1992-12-01,13405.4,12874.079166666666,565.4392324942133,-34.11839916088013
1993-01-01,12842.9,12888.670833333332,-61.68394458912065,15.913111255788529
1993-02-01,12695.2,12906.899999999998,-238.6051685474535,26.905168547456412
1993-03-01,12648.0,12927.6875,-220.03941333912047,-59.64808666087953
1993-04-01,12737.9,12950.425,-232.68042896412027,20.15542896412063
1993-05-01,12857.0,12975.05,-125.06519458912057,7.015194589121293
1993-06-01,12968.0,13002.158333333331,-17.3396737557871,-16.81865957754393
